,hour,stop_ID,card_id,StopLocationID,StopNameShort,StopNameLong,StopType,SuburbName,PostCode,RegionName,LocalGovernmentArea,StatDivision,GPSLat,GPSLong
3150,7,21490,1,21490.0,Eltham Station,Eltham Station/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.712857,145.148558
3151,7,21497,1,21497.0,Irving Road,Irving Rd/Ahern Rd (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.067589,145.484228
3152,7,21540,1,21540.0,Black Wattle Way,Black Wattle Way/Cadles Rd (Carrum Downs),Kerbside,Carrum Downs,3201.0,Melbourne,Frankston,Greater Metro,-38.089067,145.188042
3153,7,21541,1,21541.0,Chapman Street,Chapman St/Cadles Rd (Carrum Downs),Kerbside,Carrum Downs,3201.0,Melbourne,Frankston,Greater Metro,-38.091792,145.187492
3154,7,21570,1,21570.0,Creighton Way,Creighton Way/Racecourse Rd (Mornington),Bus Bay,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.243442,145.063173
3155,7,21587,1,21587.0,Balcombe Drive,Balcombe Dr/Racecourse Rd (Mount Martha),Kerbside,Mount Martha,3934.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.254991,145.056429
3156,7,21608,1,21608.0,Chatsworth Ave,Chatsworth Ave/Hammerwood Ave (Derrimut),Kerbside,Derrimut,3030.0,Melbourne,Brimbank,Greater Metro,-37.789396,144.77056000000002
3157,7,21617,1,21617.0,Dartmouth Court,Dartmouth Ct/Hindmarsh Dr (Wyndham Vale),Kerbside,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.881738,144.615877
3159,7,21629,1,21629.0,Thames Bvd,Prominence Bvd/Thames Bvd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.865815000000005,144.657818
3160,7,21635,3,21635.0,Harmony Dr,Harmony Dr/Hogans Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.860496999999995,144.66241200000002
3161,7,21636,1,21636.0,Tarneit Rd,Tarneit Rd/Hogans Rd (Werribee),Kerbside,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.860742,144.666135
3162,7,21649,1,21649.0,Bethany Road,Bethany Rd/Tarneit Rd (Hoppers Crossing),Kerbside,Hoppers Crossing,3029.0,Melbourne,Wyndham,Greater Metro,-37.851844,144.668355
3163,7,21650,1,21650.0,Abbotswood Dr,Abbotswood Dr/Tarneit Rd (Hoppers Crossing),Kerbside,Hoppers Crossing,3029.0,Melbourne,Wyndham,Greater Metro,-37.849031,144.668809
3164,7,21657,1,21657.0,Parklea Way,Parklea Way/Baden Powell Dr (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.841252000000004,144.69126699999998
3165,7,21795,1,21795.0,Morris Road,Alexandra Ave/Morris Rd (Hoppers Crossing),Kerbside,Hoppers Crossing,3029.0,Melbourne,Wyndham,Greater Metro,-37.852278000000005,144.706095
3166,7,21862,1,21862.0,Muirfield Drive,Muirfield Dr/Gleneagles Dr (Sunbury),Kerbside,Sunbury,3429.0,Hume,Hume,Greater Metro,-37.582209999999996,144.755328
3167,7,21900,2,21900.0,Taggerty Cres,Taggerty Cres/Pascoe Vale Rd (Meadow Heights),Kerbside,Meadow Heights,3048.0,Melbourne,Hume,Greater Metro,-37.656984,144.926972
3168,7,21901,1,21901.0,Community Pde,Community Pde/Beethoven Dr (Narre Warren South),Kerbside,Narre Warren South,3805.0,Melbourne,Casey,Greater Metro,-38.063753999999996,145.291187
3169,7,21962,2,21962.0,Barkly Square - Stop 20,20-Barkly Square/Sydney Rd (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.774653,144.960933
3170,7,21966,2,21966.0,Church Street - Stop 21,21-Church St/Victoria St (Richmond),Kerbside,Richmond,3121.0,Melbourne,Yarra,Greater Metro,-37.810651,145.0008
3171,7,21970,1,21970.0,Pender Avenue,Pender Ave/Strachans Rd (Mornington),Kerbside,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.236672,145.03520600000002
3172,7,21974,1,21974.0,Taranna St,Taranna St/Bungower Rd (Mornington),Kerbside,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.221153,145.05903899999998
3173,7,21984,1,21984.0,Dandenong Road,Dandenong Rd/Darling Rd (Malvern East),Kerbside,Malvern East,3145.0,Melbourne,Stonnington,Greater Metro,-37.883007,145.05817
3174,7,22083,1,22083.0,Thomastown Station,Thomastown Railway Station/High St (Thomastown),Bus Bay,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.680884999999996,145.014065
3175,7,22093,1,22093.0,Taggerty-Thornton Road,Taggerty-Thornton Rd/Goulburn Valley Hwy (Thornton),Kerbside,Thornton,3712.0,Murrindindi,Murrindindi,Goulburn & Ovens-Murray,-37.254721999999994,145.7975
3176,7,22099,2,22099.0,Herbert Road,Herbert Rd/Melba Hwy (Yarra Glen),Bus Bay,Yarra Glen,3775.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.658194,145.374701
3177,7,22108,36,22108.0,Doncaster Rd,Doncaster Rd/Eastern Fwy On Ramp (Balwyn North),Bus Bay,Balwyn North,3104.0,Melbourne,Boroondara,Greater Metro,-37.788343,145.10194199999998
3178,7,22135,1,22135.0,McComb Street,McComb St/Cave Hill Rd (Lilydale),Kerbside,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.752176,145.343881
3179,7,22152,2,22152.0,101 Collins Street - Stop 7,7-101 Collins St (Melbourne City),Platform,Melbourne City,3000.0,Melbourne,Melbourne,Greater Metro,-37.814265,144.97040800000002
3180,7,22162,1,22162.0,Diosma Avenue,Diosma Ave/The Avenue (Sunshine West),Kerbside,Sunshine West,3020.0,Melbourne,Brimbank,Greater Metro,-37.796116,144.79218799999998
3181,7,22265,1,22265.0,Gateway Bvd,Gateway Bvd/Cooper St (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.649060999999996,145.0003
3182,7,22305,2,22305.0,Treadwell Road - Stop 52,52-Treadwell Rd/Keilor Rd (Niddrie),Kerbside,Niddrie,3042.0,Melbourne,Moonee Valley,Greater Metro,-37.737155,144.892303
3183,7,22324,1,22324.0,Landridge St,Landridge St/Springvale Rd (Glen Waverley),Bus Bay,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.872238,145.167393
3184,7,22339,1,22339.0,Brandon Park SC,Brandon Park Shopping Centre/Springvale Rd (Mulgrave),Bus Bay,Mulgrave,3170.0,Melbourne,Monash,Greater Metro,-37.904606,145.161024
3185,7,22403,1,22403.0,Swanpool Ave,Swanpool Ave/Station (East) St (Chelsea),Kerbside,Chelsea,3196.0,Melbourne,Kingston,Greater Metro,-38.046864,145.113775
3186,7,22440,3,22440.0,Huntingdale Station,Huntingdale Station/Huntingdale Rd (Huntingdale),Kerbside,Huntingdale,3166.0,Melbourne,Monash,Greater Metro,-37.911066,145.10358300000001
3187,7,22448,1,22448.0,Mitcham Rd,Mitcham Rd/Whitehorse Rd (Mitcham),Bus Bay,Mitcham,3132.0,Melbourne,Whitehorse,Greater Metro,-37.816325,145.193069
3188,7,22482,1,22482.0,Hardham Street,Hardham St/Belgrave - Hallam Rd (Belgrave),Kerbside,Belgrave,3160.0,Melbourne,Yarra Ranges,Greater Metro,-37.919893,145.353533
3189,7,22528,2,22528.0,Albion Street,Albion St/Somerville Rd (Yarraville),Kerbside,Yarraville,3013.0,Melbourne,Maribyrnong,Greater Metro,-37.811412,144.87175200000001
3190,7,22532,1,22532.0,Old Plenty Rd,Old Plenty Rd/Plenty Rd (South Morang),Kerbside,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.647026000000004,145.092062
3191,7,22559,1,22559.0,Scotchmer Street - Stop 22,22-Scotchmer St/St Georges Rd (Fitzroy North),Kerbside,Fitzroy North,3068.0,Melbourne,Yarra,Greater Metro,-37.783217,144.984023
3192,7,22663,1,22663.0,Caroline Springs Square SC,Caroline Springs Square SC (Caroline Springs),Bus Bay,Caroline Springs,3023.0,Melbourne,Melton,Greater Metro,-37.732605,144.743418
3193,7,22665,1,22665.0,Commercial Rd,Commercial Rd/Caroline Springs Bvd (Caroline Springs),Kerbside,Caroline Springs,3023.0,Melbourne,Melton,Greater Metro,-37.728524,144.741122
3194,7,22669,1,22669.0,The Entrance,The Entrance/Taylors Rd (Taylors Hill),Kerbside,Taylors Hill,3037.0,Melbourne,Melton,Greater Metro,-37.723582,144.747379
3195,7,22671,1,22671.0,Muscat Avenue,Muscat Ave/Taylors Rd (Taylors Hill),Kerbside,Taylors Hill,3037.0,Melbourne,Melton,Greater Metro,-37.724712,144.756969
3196,7,22726,1,22726.0,Essex St,Essex St/Stud Rd (Dandenong North),Kerbside,Dandenong North,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.953105,145.22693999999998
3197,7,22750,3,22750.0,Caroline Springs Library,Caroline Springs Library/Caroline Springs Bvd (Caroline Springs),Kerbside,Caroline Springs,3023.0,Melbourne,Melton,Greater Metro,-37.733193,144.741005
3198,7,22771,1,22771.0,Blind Creek Lane,Blind Creek Lane/High Street Rd (Wantirna South),Kerbside,Wantirna South,3152.0,Melbourne,Knox,Greater Metro,-37.876942,145.217927
3199,7,22772,1,22772.0,Syndal  Station,Syndal Railway Station/Coleman Pde (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.876692999999996,145.149943
3200,7,22774,1,22774.0,Syndal Station,Syndal Railway Station/Coleman Pde (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.876752,145.149852
3201,7,22808,1,22808.0,Heversham Gr,Heversham Gr/Greenvale Dr (Greenvale),Kerbside,Greenvale,3059.0,Hume,Hume,Greater Metro,-37.640578000000005,144.883497
3202,7,22892,1,22892.0,Peters Road,Peters Rd/Warburton Hwy (Seville East),Kerbside,Seville East,3139.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.775622999999996,145.493452
3203,7,22908,1,22908.0,Langwarrin Plaza SC,Langwarrin Plaza SC/Cranbourne-Frankston Rd (Langwarrin),Bus Bay,Langwarrin,3910.0,Melbourne,Frankston,Greater Metro,-38.142641999999995,145.209495
3204,7,22975,1,22975.0,Broadmeadows Station,Broadmeadows Station/Railway Cres (Broadmeadows),Bus Bay,Broadmeadows,3047.0,Melbourne,Hume,Greater Metro,-37.68316,144.91991000000002
3205,7,23246,1,23246.0,Roseberry Grove,Roseberry Gr/Neerim Rd (Caulfield),Kerbside,Caulfield,3162.0,Melbourne,Glen Eira,Greater Metro,-37.886415,145.03993799999998
3206,7,23261,1,23261.0,Heatherdale Station,Heatherdale Railway Station/Heatherdale Rd (Mitcham),Kerbside,Mitcham,3132.0,Melbourne,Whitehorse,Greater Metro,-37.818540000000006,145.213429
3207,7,23266,3,23266.0,Canterbury Rd,Canterbury Rd/Main St (Blackburn),Kerbside,Blackburn,3130.0,Melbourne,Whitehorse,Greater Metro,-37.831464000000004,145.148517
3210,7,23308,1,23308.0,Copperfield Dr,Copperfield Dr/Hume Dr (Delahey),Kerbside,Delahey,3037.0,Melbourne,Brimbank,Greater Metro,-37.709895,144.770353
3212,7,23334,2,23334.0,Casey Central Town Park,Casey Central Town Park/Narre Warren-Cranbourne Rd (Cranbourne North),Bus Bay,Cranbourne North,3977.0,Melbourne,Casey,Greater Metro,-38.071118,145.297749
3213,7,23349,1,23349.0,High Street,High St/Barries Rd (Melton West),Kerbside,Melton West,3337.0,Melton,Melton,Greater Metro,-37.686206,144.559182
3214,7,23353,1,23353.0,Woodbury Av,Woodbury Ave/Gourlay Rd (Caroline Springs),Kerbside,Caroline Springs,3023.0,Melbourne,Melton,Greater Metro,-37.719121,144.73907
3215,7,23354,1,23354.0,Kirribilli Bvd,Kirribilli Bvd/Gourlay Rd (Caroline Springs),Kerbside,Caroline Springs,3023.0,Melbourne,Melton,Greater Metro,-37.715734000000005,144.73957099999998
3216,7,23358,1,23358.0,Heysen Pkwy,Heysen Pkwy/Gourlay Rd (Caroline Springs),Kerbside,Caroline Springs,3023.0,Melbourne,Melton,Greater Metro,-37.70653,144.74127
3217,7,23390,1,23390.0,Princes Hwy,Princes Hwy/Hallam South Rd (Hallam),Kerbside,Hallam,3803.0,Melbourne,Casey,Greater Metro,-38.007847999999996,145.273113
3218,7,23395,1,23395.0,Verona Dr,Verona Dr/Pound Rd (Hampton Park),Kerbside,Hampton Park,3976.0,Melbourne,Casey,Greater Metro,-38.026943,145.25710800000002
3219,7,23445,1,23445.0,Centenary Street,Centenary St/Henry Cres (Seaford),Kerbside,Seaford,3198.0,Melbourne,Frankston,Greater Metro,-38.110265999999996,145.15286799999998
3220,7,23496,2,23496.0,Pound Rd,Pound Rd/Hallam Rd (Hampton Park),Kerbside,Hampton Park,3976.0,Melbourne,Casey,Greater Metro,-38.029303000000006,145.26828899999998
3221,7,23518,2,23518.0,Eton Street,Eton St/Stephensons Rd (Mount Waverley),Kerbside,Mount Waverley,3149.0,Melbourne,Monash,Greater Metro,-37.860583,145.131911
3222,7,23606,1,23606.0,Bryants Rd,Bryants Rd/Kirkham Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.999317,145.21406399999998
3412,7,39610,1,39610.0,Western Ave,Western Ave/Mickleham Rd (Westmeadows),Kerbside,Westmeadows,3049.0,Melbourne,Hume,Greater Metro,-37.683885,144.882902
3413,7,39613,1,39613.0,Walker Street,Walker St/Lonsdale St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.987435999999995,145.21405900000002
3414,7,40031,2,40031.0,Killara Primary School,Killara Primary School/Phillip Dr (Sunbury),Kerbside,Sunbury,3429.0,Hume,Hume,Greater Metro,-37.56371,144.70367
3415,7,40220,32,40220.0,Roxburgh Park Station,Roxburgh Park Railway Station (Roxburgh Park),Platform,Roxburgh Park,3064.0,Melbourne,Hume,Greater Metro,-37.638233,144.935407
3416,7,40221,55,40221.0,Craigieburn Station,Craigieburn Railway Station (Craigieburn),Platform,Craigieburn,3064.0,Melbourne,Hume,Greater Metro,-37.601813,144.943325
3417,7,40222,1,40222.0,Roxburgh Park SC,Roxburgh Park Shopping Centre (Roxburgh Park),Bus Bay,Roxburgh Park,3064.0,Melbourne,Hume,Greater Metro,-37.640223999999996,144.932453
3418,7,40223,1,40223.0,Roxburgh Park SC,Roxburgh Park Shopping Centre (Roxburgh Park),Bus Bay,Roxburgh Park,3064.0,Melbourne,Hume,Greater Metro,-37.640304,144.93211000000002
3419,7,40224,2,40224.0,Roxburgh Park Station,Roxburgh Park Station/Thomas Brunton Pde (Roxburgh Park),Bus Bay,Roxburgh Park,3064.0,Melbourne,Hume,Greater Metro,-37.639053999999994,144.93496499999998
3420,7,40231,1,40231.0,Craigieburn Health Service,Craigieburn Health Service/Craigieburn Rd (Craigieburn),Kerbside,Craigieburn,3064.0,Melbourne,Hume,Greater Metro,-37.596601,144.920209
3421,7,40283,1,40283.0,Blackburn Station,Blackburn Railway Station/South Pde (Blackburn),Bus Bay,Blackburn,3130.0,Melbourne,Whitehorse,Greater Metro,-37.820464,145.150735
3422,7,40287,1,40287.0,Foxzami Lane,Foxzami Lane/Dalray Cres (Kurunjang),Kerbside,Kurunjang,3337.0,Melton,Melton,Greater Metro,-37.656315,144.597565
3423,7,40307,1,40307.0,Hammerwood Av,Hammerwood Ave/Windsor Bvd (Derrimut),Kerbside,Derrimut,3030.0,Melbourne,Brimbank,Greater Metro,-37.792653,144.766965
3424,7,40396,3,40396.0,Frankston Station,Frankston Station/Young St (Frankston),Bus Bay,Frankston,3199.0,Melbourne,Frankston,Greater Metro,-38.1427,145.1258
3425,7,40400,1,40400.0,Leeds St,Leeds St/Paisley St (Footscray),Bus Bay,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.800985,144.900276
3426,7,40401,1,40401.0,Playne Street,Playne St/Young St (Frankston),Kerbside,Frankston,3199.0,Melbourne,Frankston,Greater Metro,-38.144878000000006,145.123653
3427,7,40404,1,40404.0,Lehmann Crescent,Lehmann Cres/Forest Dr (Frankston North),Kerbside,Frankston North,3200.0,Melbourne,Frankston,Greater Metro,-38.124243,145.15073999999998
3428,7,40412,1,40412.0,Walbundry Avenue,Walbundry Ave/Frankston - Dandenong Rd (Frankston),Kerbside,Frankston,3199.0,Melbourne,Frankston,Greater Metro,-38.127932,145.134843
3429,7,40427,1,40427.0,McCormicks Rd,McCormicks Rd/Wedge Rd (Carrum Downs),Kerbside,Carrum Downs,3201.0,Melbourne,Frankston,Greater Metro,-38.087828,145.19913200000002
3430,7,40645,8,40645.0,North Melbourne Station,North Melbourne Railway Station/Dryburgh St (West Melbourne),Bus Bay,West Melbourne,3003.0,Melbourne,Melbourne,Greater Metro,-37.806810999999996,144.94264099999998
3431,7,40647,8,40647.0,Lincoln Square,Lincoln Square/Bouverie St (Carlton),Kerbside,Carlton,3053.0,Melbourne,Melbourne,Greater Metro,-37.80199,144.962333
3432,7,40683,2,40683.0,Plenty Rd,Plenty Rd/McDonalds Rd (South Morang),Bus Bay,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.65122,145.08697
3433,7,40693,1,40693.0,Watergardens Station,Watergardens Railway Station/Watergardens Circuit Rd (Taylors Lakes),Bus Bay,Taylors Lakes,3038.0,Melbourne,Brimbank,Greater Metro,-37.700918,144.77426699999998
3434,7,40695,1,40695.0,Cumberland Drive,70 Cumberland Dr (Maribyrnong),Bus Bay,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.788204,144.901005
3435,7,40722,1,40722.0,Western Hospital,Western Hospital/Gordon St (Footscray),Kerbside,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.792361,144.88938100000001
3436,7,40785,1,40785.0,Diplomat Drive,Diplomat Dr/Victoria Dr (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.682359000000005,144.990478
3437,7,40787,1,40787.0,Leilani Grove,Victoria Park/Victoria Dr (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.685103999999995,144.99731
3438,7,40789,1,40789.0,Kemp Avenue,Kemp Ave/Spring St (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.681296,144.999752
3439,7,40798,4,40798.0,Melbourne Central,Melbourne Central/Lonsdale St (Melbourne City),Kerbside,Melbourne City,3000.0,Melbourne,Melbourne,Greater Metro,-37.811690000000006,144.964138
3440,7,40901,1,40901.0,Beaumont Pde,Beaumont Pde/Roberts St (West Footscray),Kerbside,West Footscray,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.807615000000006,144.87051599999998
3441,7,40927,1,40927.0,Civic Centre,Civic Centre/Civic Pde (Altona),Kerbside,Altona,3018.0,Melbourne,Hobsons Bay,Greater Metro,-37.864611,144.83271499999998
3442,7,40946,1,40946.0,Sunshine Station,Sunshine Station/Dickson St (Sunshine),Bus Bay,Sunshine,3020.0,Melbourne,Brimbank,Greater Metro,-37.787382,144.83284799999998
3443,7,40963,1,40963.0,Somerton Rd,Somerton Rd/Reservoir Dr (Roxburgh Park),Kerbside,Roxburgh Park,3064.0,Melbourne,Hume,Greater Metro,-37.641851,144.931153
3444,7,40964,1,40964.0,Pascoe Vale Rd,Pascoe Vale Rd/Reservoir Dr (Roxburgh Park),Kerbside,Roxburgh Park,3064.0,Melbourne,Hume,Greater Metro,-37.643453,144.93014
3445,7,40973,1,40973.0,CSIRO,CSIRO/Normanby Rd (Notting Hill),Kerbside,Notting Hill,3168.0,Melbourne,Monash,Greater Metro,-37.905196999999994,145.128728
3449,7,41420,3,41420.0,Explorers Place,Explorers Pl/Grand Bvd (Craigieburn),Bus Bay,Craigieburn,3064.0,Melbourne,Hume,Greater Metro,-37.578354,144.932413
3450,7,41971,1,41971.0,Epping Road,Epping Rd/Lyndarum Dr (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.6282,145.0275
3451,7,42051,1,42051.0,Hothlyn Drive,Hothlyn Dr/Bridgewater Rd (Craigieburn),Kerbside,Craigieburn,3064.0,Melbourne,Hume,Greater Metro,-37.608678000000005,144.928346
3452,7,42268,1,42268.0,Stuart Cres,Stuart Cres/Springvale Rd (Nunawading),Kerbside,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.811345,145.17728400000001
3453,7,42273,6,42273.0,Chelsea Station,Chelsea Railway Station/Station St (Chelsea),Kerbside,Chelsea,3196.0,Melbourne,Kingston,Greater Metro,-38.051942,145.116208
3454,7,42278,1,42278.0,International Dr,International Dr/Mickleham Rd (Gladstone Park),Kerbside,Gladstone Park,3043.0,Melbourne,Hume,Greater Metro,-37.687589,144.882253
3455,7,42291,3,42291.0,Broadmeadows Station,Broadmeadows Station/Pascoe Vale Rd (Broadmeadows),Bus Bay,Broadmeadows,3047.0,Melbourne,Hume,Greater Metro,-37.682885,144.9192
3456,7,42635,2,42635.0,Eltham Station,Eltham Station/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.713059,145.148224
3457,7,42637,1,42637.0,Pitt St,Pitt St/Main Rd (Eltham),Kerbside,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.720535,145.146004
3458,7,43369,2,43369.0,Tuross Cres,Tuross Cres/The Lakes Bvd (South Morang),Kerbside,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.63234,145.093091
3459,7,43371,1,43371.0,Fitzgerald Dr,Fitzgerald Dr/The Lakes Bvd (South Morang),Bus Bay,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.630265,145.084204
3460,7,43372,1,43372.0,Gordons Rd,Gordons Rd/The Lakes Bvd (South Morang),Bus Bay,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.629139,145.079708
3461,7,43460,1,43460.0,North Circular Rd,North Circular Rd/Broadmeadows Rd (Gladstone Park),Kerbside,Gladstone Park,3043.0,Melbourne,Hume,Greater Metro,-37.681024,144.892315
3462,7,43683,2,43683.0,Eltham Station,Eltham Station/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.713241,145.148171
3463,7,43717,1,43717.0,Elizabeth St,Elizabeth St/Lonsdale St (Melbourne City),Kerbside,Melbourne City,3000.0,Melbourne,Melbourne,Greater Metro,-37.812511,144.96178899999998
3465,7,43957,2,43957.0,Riverside Dr,Riverside Dr/Gorge Rd (South Morang),Kerbside,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.652115,145.097072
3466,7,44192,1,44192.0,Collins Street,Collins St/Charter Road West (Sunbury),Kerbside,Sunbury,3429.0,Hume,Hume,Greater Metro,-37.580601,144.70021100000002
3467,7,44315,1,44315.0,Witham Drive,Witham Dr/Lauriston Dr (Coldstream),Kerbside,Coldstream,3770.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.730465,145.386382
3468,7,44326,1,44326.0,Macquarie Drive,Macquarie Dr/Ballan Rd (Wyndham Vale),Kerbside,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.883296,144.62291499999998
3469,7,44335,1,44335.0,St Andrews Drive,St Andrews Dr/Black Forest Rd (Wyndham Vale),Kerbside,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.902011,144.63179
3470,7,44341,1,44341.0,Sayers Road,Palmers Rd/Sayers Rd (Williams Landing),Kerbside,Williams Landing,3027.0,Melbourne,Wyndham,Greater Metro,-37.853734,144.743926
3471,7,44357,1,44357.0,Point Cook Secondary College,Point Cook Secondary College/Boardwalk Bvd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.887091999999996,144.732342
3472,7,44362,2,44362.0,Gillies Street,Gillies St/Haines Dr (Wyndham Vale),Kerbside,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.890351,144.61254399999999
3473,7,44370,1,44370.0,Toucan Rd,Toucan Rd/Hummingbird Bvd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.836345,144.670578
3474,7,44389,1,44389.0,Aneta Way,Aneta Way/Halladale Ave (Wyndham Vale),Kerbside,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.883355,144.631555
3475,7,44401,1,44401.0,Eppalock Dr,Eppalock Dr/Manor Lakes Bvd (Wyndham Vale),Kerbside,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.876709000000005,144.61223700000002
3476,7,44427,4,44427.0,Flower Pot Park,Flower Pot Park/Boardwalk Bvd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.894507,144.72843799999998
3477,7,44428,1,44428.0,Tyrrell Place,Tyrrell Pl/Hindmarsh Dr (Wyndham Vale),Kerbside,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.879289,144.612434
3478,7,44441,1,44441.0,Vanderbilt Avenue,Vanderbilt Ave/Marquands Rd (Truganina),Kerbside,Truganina,3029.0,Melbourne,Wyndham,Greater Metro,-37.845849,144.72786599999998
3479,7,44443,1,44443.0,Kentwell St,Kentwell St/Sayers Rd (Truganina),Kerbside,Truganina,3029.0,Melbourne,Wyndham,Greater Metro,-37.852942999999996,144.73525700000002
3480,7,44444,1,44444.0,Intervale Drive,Whitehaven St/Honour Ave (Wyndham Vale),Kerbside,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.893240999999996,144.623386
3481,7,44453,1,44453.0,Juniper Avenue,Juniper Ave/Boardwalk Bvd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.890202,144.73231299999998
3485,7,44791,1,44791.0,Redwood Road,Gembrook Puffing Billy Station/Main St (Gembrook),Kerbside,Gembrook,3783.0,Cardinia,Cardinia,Greater Metro,-37.952494,145.550034
3486,7,44817,26,44817.0,Coolaroo Station,Coolaroo Railway Station (Coolaroo),Platform,Coolaroo,3048.0,Melbourne,Hume,Greater Metro,-37.661001,144.926053
3487,7,44818,1,44818.0,Princes Highway,Arena Estate/Princes Hwy (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.065103,145.426522
3488,7,44821,1,44821.0,Deakin University,Deakin University/Holland Ave (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.846377000000004,145.11388300000002
3489,7,44827,1,44827.0,Creekwood Drive,Creekwood Dr/Hanson Rd (Craigieburn),Kerbside,Craigieburn,3064.0,Melbourne,Hume,Greater Metro,-37.587178,144.935527
3490,7,44829,1,44829.0,Royal Terrace,110 Royal Tce (Craigieburn),Kerbside,Craigieburn,3064.0,Melbourne,Hume,Greater Metro,-37.574237,144.92539
3491,7,44832,1,44832.0,Crossdale Green,Crossdale Grn/Hanson Rd (Craigieburn),Kerbside,Craigieburn,3064.0,Melbourne,Hume,Greater Metro,-37.587546,144.93642
3492,7,44833,1,44833.0,Hanson Road,88 Hanson Rd (Craigieburn),Kerbside,Craigieburn,3064.0,Melbourne,Hume,Greater Metro,-37.591004999999996,144.93713200000002
3493,7,44851,2,44851.0,Waterview Boulevard,Waterview Bvd (Craigieburn),Kerbside,Craigieburn,3064.0,Melbourne,Hume,Greater Metro,-37.584063,144.906815
